0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,3_answers,3_clear_goals,3_course_name,3_course_rate,3_course_requirements,3_dept,3_feedback,3_hrs_week,3_level,3_num,3_prof_interest,3_respect,3_semester,3_semester_int,3_students,3_subject_importance,3_subject_matter,3_teaching_rate,3_year,4_answers,4_clear_goals,4_course_name,4_course_rate,4_course_requirements,4_dept,4_feedback,4_hrs_week,4_level,4_num,4_prof_interest,4_respect,4_semester,4_semester_int,4_students,4_subject_importance,4_subject_matter,4_teaching_rate,4_year
9,4.67,STRUCTURAL DESIGN,4.78,4.56,CEE,4.56,11.67,Graduate,12631,4.89,4.56,Spring,1,15,4.89,4.89,4.67,2017,6,4.67,STRUCTURAL DESIGN,4.67,5.0,CEE,4.33,14.17,Undergraduate,12631,5.0,4.33,Spring,1,6,4.83,4.67,4.67,2016,16,3.94,STRUCTURAL DESIGN,3.94,3.63,CEE,3.63,13.94,Undergraduate,12631,4.44,4.06,Spring,1,18,4.5,4.06,4.06,2015,17,4.47,STRUCTURAL DESIGN,4.35,4.47,CEE,4.41,,Undergraduate,12631,4.76,4.59,Spring,1,19,4.71,4.59,4.53,2014,20,4.45,STRUCTURAL DESIGN,4.25,4.0,CEE,3.5,,Undergraduate,12631,4.4,4.0,Spring,1,22,4.45,4.1,4.25,2013
96,4.3254166666666665,BIM ENG CONS FAC MGM,4.197500000000001,4.29375,CEE,4.370416666666666,9.428749999999999,Graduate,12711,4.456666666666667,4.679583333333333,Spring,1,140,4.422083333333333,4.3500000000000005,4.3175,2017,96,3.9574999999999996,BIM ENG CONS FAC MGM,3.7618750000000003,4.0103125,CEE,3.8615625000000002,8.9065625,Graduate,12711,4.2184375,4.5803125,Spring,1,122,4.0434375000000005,4.0325,4.033437500000001,2016,70,4.070285714285714,BIM ENG CONS FAC MGM,3.9870000000000005,4.113571428571428,CEE,4.157857142857142,9.498,Graduate,12711,4.3908571428571435,4.715285714285713,Spring,1,94,4.269857142857144,4.026000000000001,4.0294285714285705,2015,50,4.16,SPECIAL TOPICS,4.18,4.2,CEE,4.16,,Graduate,12711,4.4,4.62,Spring,1,56,4.34,4.325,4.24,2014,36,3.9749999999999996,SPECIAL TOPICS,3.9700000000000006,4.0249999999999995,CEE,3.7750000000000004,,Graduate,12711,4.17,4.275,Spring,1,58,4.0249999999999995,3.92,3.92,2013
23,4.17,ENV LFE CYC ASSMNT,3.87,4.22,CEE,3.7,14.5,Graduate,12714,4.27,4.78,Spring,1,31,4.13,3.7400000000000007,3.7400000000000007,2017,18,3.94,ENV LFE CYC ASSMNT,3.7200000000000006,4.06,CEE,4.22,12.94,Graduate,12714,4.17,4.44,Spring,1,23,3.94,3.7799999999999994,3.83,2016,27,4.73,ENV LFE CYC ASSMNT,4.74,4.67,CEE,4.63,12.5,Graduate,12714,4.63,4.67,Spring,1,33,4.56,4.7,4.809999999999999,2015,30,4.2,ENV LFE CYC ASSMNT,3.93,3.93,CEE,3.9,,Graduate,12714,4.0,4.63,Spring,1,42,4.2,4.07,4.07,2014,33,4.52,ENV LFE CYC ASSMNT,4.38,4.27,CEE,4.25,,Graduate,12714,4.36,4.61,Spring,1,40,4.55,4.36,4.5,2013
16,4.25,EESS PROJECT,4.19,4.38,CEE,4.44,8.4,Graduate,12718,4.44,4.81,Spring,1,21,4.5,4.19,4.19,2017,17,4.06,EESS PROJECT,3.8799999999999994,3.9400000000000004,CEE,4.24,10.29,Graduate,12718,4.24,4.76,Spring,1,23,4.0,4.0,3.82,2016,20,3.7,EESS PROJECT,3.85,3.65,CEE,4.25,10.475,Graduate,12718,4.05,4.5,Spring,1,26,4.15,4.05,3.9,2015,50,4.69,SUSTAINBLE ENGNG PRJ,4.605,4.69,CEE,4.75,,Graduate,12718,4.65,4.815,Spring,1,58,4.565,4.61,4.69,2014,26,4.694999999999999,SUSTAINBLE ENGNG PRJ,4.23,4.5,CEE,4.7299999999999995,,Graduate,12718,4.7299999999999995,4.805000000000001,Spring,1,34,4.575,4.5,4.655,2013
8,4.88,BIOLGL WASTWTR MANGM,4.88,4.75,CEE,4.88,13.0,Graduate,12724,5.0,4.88,Spring,1,11,5.0,5.0,4.88,2017,14,4.0,BIOLGL WASTWTR MANGM,3.86,4.0,CEE,3.71,11.209999999999999,Graduate,12724,4.0,4.57,Spring,1,18,4.43,4.07,4.0,2016,10,4.4,BIOLGL WASTWTR MANGM,4.0,4.0,CEE,4.1,17.8,Graduate,12724,4.5,4.7,Spring,1,12,4.2,4.0,4.1,2015,21,4.86,BIOLGL WASTWTR MANGM,4.95,4.9,CEE,4.67,,Graduate,12724,4.76,4.86,Spring,1,24,4.81,4.95,4.9,2014,19,4.26,BIOLGL WASTWTR MANGM,4.5,4.26,CEE,3.7900000000000005,,Graduate,12724,4.21,4.42,Spring,1,28,4.53,4.53,4.58,2013
15,4.4,MATH MDL ENV QUA SY,4.21,4.53,CEE,4.47,10.73,Graduate,12726,4.6,4.73,Spring,1,18,4.47,4.4,4.27,2017,20,4.63,MATH MDL ENV QUA SY,4.65,4.63,CEE,4.42,11.2,Graduate,12726,4.65,4.75,Spring,1,25,4.65,4.65,4.75,2016,12,4.83,MATH MDL ENV QUA SY,4.83,4.67,CEE,4.67,9.75,Graduate,12726,4.67,4.83,Spring,1,16,4.83,5.0,4.83,2015,37,4.44,MATH MDL ENV QUA SY,4.22,4.47,CEE,4.14,,Graduate,12726,4.33,4.69,Spring,1,47,4.56,4.47,4.28,2014,30,4.4,MATH MDL ENV QUA SY,4.429999999999999,4.4,CEE,4.33,,Graduate,12726,4.570000000000001,4.7,Spring,1,40,4.53,4.570000000000001,4.47,2013
13,3.8500000000000005,REMEDTN  ENG,3.8500000000000005,4.0,CEE,3.46,7.08,Graduate,12728,4.0,4.31,Spring,1,23,4.31,3.77,3.8500000000000005,2017,24,4.0,REMEDTN  ENG,3.83,4.13,CEE,3.7099999999999995,8.5,Graduate,12728,3.9599999999999995,4.54,Spring,1,30,4.21,4.0,3.92,2016,24,4.46,REMEDTN  ENG,4.25,4.5,CEE,4.13,9.54,Graduate,12728,4.43,4.79,Spring,1,32,4.46,4.54,4.29,2015,41,4.41,SP TPC: REMEDTN  ENG,4.27,4.44,CEE,4.29,,Graduate,12728,4.34,4.68,Spring,1,44,4.56,4.46,4.29,2014,32,4.48,SP TPC: REMEDTN  ENG,4.42,4.55,CEE,4.35,,Graduate,12728,4.48,4.69,Spring,1,51,4.66,4.61,4.48,2013
18,4.94,SP TPC URBN SYS MODG,4.83,4.94,CEE,4.67,10.67,Graduate,12735,4.83,5.0,Spring,1,20,4.94,4.89,4.83,2017,14,4.36,SP TPC URBN SYS MODG,4.54,4.5,CEE,4.64,13.5,Graduate,12735,4.5,4.79,Spring,1,16,4.5,4.43,4.5,2016,17,4.29,SP TPC URBN SYS MODG,4.53,4.06,CEE,4.12,11.82,Graduate,12735,4.41,4.88,Spring,1,20,4.47,4.35,4.24,2015,18,4.22,SP TPC URBN SYS MODG,3.94,4.17,CEE,4.11,,Graduate,12735,4.06,4.61,Spring,1,19,4.11,3.94,4.17,2014,19,4.16,SP TPC URBN SYS MODG,4.21,4.11,CEE,3.8899999999999997,,Graduate,12735,4.32,4.53,Spring,1,22,4.26,4.37,4.11,2013
13,4.69,AIS SYSTEMS PROJECT,4.69,4.69,CEE,4.85,11.08,Graduate,12745,4.69,4.77,Spring,1,17,4.85,4.77,4.77,2017,8,4.13,AIS SYSTEMS PROJECT,4.13,4.0,CEE,4.25,9.5,Graduate,12745,4.25,4.5,Spring,1,14,4.25,4.13,4.25,2016,9,3.56,AIS SYSTEMS PROJECT,3.67,3.44,CEE,3.7799999999999994,8.0,Graduate,12745,4.67,4.67,Spring,1,12,3.7799999999999994,3.67,4.11,2015,4,3.5,AIS SYSTEMS PROJECT,4.25,4.0,CEE,4.25,,Graduate,12745,4.0,4.25,Spring,1,6,4.25,3.75,3.75,2014,5,4.6,AIS SYSTEMS PROJECT,4.4,4.4,CEE,4.0,,Graduate,12745,4.2,4.0,Spring,1,7,4.0,4.0,3.8,2013
16,4.5649999999999995,INFRASTRUCTURE MGMT,4.63,4.5649999999999995,CEE,4.505,11.38,Graduate,12750,4.6899999999999995,4.68,Spring,1,34,4.625,4.8149999999999995,4.755,2017,40,4.279999999999999,INFRASTRUCTURE MGMT,4.205,4.335,CEE,4.154999999999999,9.684999999999999,Graduate,12750,4.2299999999999995,4.590000000000001,Spring,1,44,4.33,4.205,4.18,2016,60,4.55,INFRASTRUCTURE MGMT,4.504999999999999,4.585,CEE,4.37,9.205,Graduate,12750,4.55,4.65,Spring,1,78,4.620000000000001,4.4,4.46,2015,38,4.42,INFRASTRUCTURE MGMT,4.5,4.37,CEE,4.11,,Graduate,12750,4.654999999999999,4.79,Spring,1,54,4.55,4.5,4.53,2014,44,4.36,INFRASTRUCTURE MGMT,4.0249999999999995,4.430000000000001,CEE,4.09,,Graduate,12750,4.135,4.430000000000001,Spring,1,60,4.455,4.204999999999999,4.25,2013
15,4.67,FINITE ELEM MECH I,4.73,4.6,CEE,4.47,14.13,Graduate,12755,4.8,4.87,Fall,9,19,4.67,4.53,4.73,2017,12,4.75,FINITE ELEM MECH I,4.75,4.92,CEE,4.58,16.33,Graduate,12755,4.83,4.92,Fall,9,15,4.67,4.67,4.83,2016,10,4.8,FINITE ELEM MECH I,4.7,4.6,CEE,4.7,12.6,Graduate,12755,4.6,4.9,Spring,1,15,4.7,4.7,4.7,2016,21,4.62,FINITE ELEM MECH I,4.67,4.62,CEE,4.76,14.900000000000002,Graduate,12755,4.81,4.86,Spring,1,23,4.81,4.62,4.62,2015,21,4.81,FINITE ELEM MECH I,4.9,4.71,CEE,4.71,,Graduate,12755,4.81,4.95,Fall,9,25,4.86,4.86,4.86,2013
117,4.554615384615384,GRADUATE SEMINAR,4.505128205128204,4.642478632478632,CEE,4.434358974358974,2.3656410256410254,Graduate,12794,4.5515384615384615,4.766239316239316,Fall,9,187,4.612735042735042,4.506752136752136,4.57068376068376,2017,108,4.465185185185185,GRADUATE SEMINAR,4.3725000000000005,4.4773148148148145,CEE,4.37037037037037,2.7513888888888887,Graduate,12794,4.475555555555555,4.561388888888889,Spring,1,170,4.408148148148148,4.440740740740741,4.481111111111112,2017,120,4.448916666666666,GRADUATE SEMINAR,4.4165,4.431583333333333,CEE,4.396916666666667,2.58675,Graduate,12794,4.495500000000001,4.575166666666667,Fall,9,181,4.4141666666666675,4.386166666666667,4.494583333333333,2016,104,4.484326923076923,GRADUATE SEMINAR,4.479807692307692,4.50076923076923,CEE,4.421153846153845,2.706730769230769,Graduate,12794,4.5109615384615385,4.614038461538462,Spring,1,172,4.472884615384616,4.474326923076924,4.5124038461538465,2016,120,4.291166666666667,GRADUATE SEMINAR,4.286083333333334,4.385583333333333,CEE,4.2635,2.8063333333333333,Graduate,12794,4.354416666666666,4.3894166666666665,Fall,9,191,4.318833333333333,4.290833333333334,4.328166666666666,2015
108,4.465185185185185,GRADUATE SEMINAR,4.3725000000000005,4.4773148148148145,CEE,4.37037037037037,2.7513888888888887,Graduate,12794,4.475555555555555,4.561388888888889,Spring,1,170,4.408148148148148,4.440740740740741,4.481111111111112,2017,120,4.448916666666666,GRADUATE SEMINAR,4.4165,4.431583333333333,CEE,4.396916666666667,2.58675,Graduate,12794,4.495500000000001,4.575166666666667,Fall,9,181,4.4141666666666675,4.386166666666667,4.494583333333333,2016,104,4.484326923076923,GRADUATE SEMINAR,4.479807692307692,4.50076923076923,CEE,4.421153846153845,2.706730769230769,Graduate,12794,4.5109615384615385,4.614038461538462,Spring,1,172,4.472884615384616,4.474326923076924,4.5124038461538465,2016,120,4.291166666666667,GRADUATE SEMINAR,4.286083333333334,4.385583333333333,CEE,4.2635,2.8063333333333333,Graduate,12794,4.354416666666666,4.3894166666666665,Fall,9,191,4.318833333333333,4.290833333333334,4.328166666666666,2015,139,4.417985611510791,GRADUATE SEMINAR,4.349136690647482,4.43589928057554,CEE,4.331654676258992,4.007625899280575,Graduate,12794,4.439280575539569,4.495251798561151,Spring,1,208,4.403093525179856,4.361870503597122,4.426402877697842,2015
70,4.7542857142857144,FUND TELECOM NETWRKS,4.425714285714286,4.728571428571429,INI,4.411428571428572,13.345714285714287,Graduate,14740,4.845714285714286,4.8742857142857146,Fall,9,71,4.76,4.711428571428571,4.725714285714285,2015,9,4.56,FUND TELECOM NETWRKS,4.33,4.22,INI,3.67,14.889999999999999,Graduate,14740,4.33,4.67,Spring,1,14,4.56,4.67,4.67,2015,100,4.6044,FUND TELECOM NETWRKS,4.2856,4.6044,INI,4.3582,11.662,Graduate,14740,4.6138,4.708600000000001,Fall,9,100,4.4916,4.5864,4.4266,2014,23,4.52,FUND TELECOM NETWRKS,4.26,4.52,INI,4.13,,Graduate,14740,4.39,4.78,Spring,1,24,4.57,4.57,4.48,2014,100,4.6304,FUND TELECOM NETWRKS,4.3728,4.631600000000001,INI,4.2404,,Graduate,14740,4.6208,4.724,Fall,9,100,4.4904,4.5288,4.5308,2013
9,4.56,FUND TELECOM NETWRKS,4.33,4.22,INI,3.67,14.889999999999999,Graduate,14740,4.33,4.67,Spring,1,14,4.56,4.67,4.67,2015,100,4.6044,FUND TELECOM NETWRKS,4.2856,4.6044,INI,4.3582,11.662,Graduate,14740,4.6138,4.708600000000001,Fall,9,100,4.4916,4.5864,4.4266,2014,23,4.52,FUND TELECOM NETWRKS,4.26,4.52,INI,4.13,,Graduate,14740,4.39,4.78,Spring,1,24,4.57,4.57,4.48,2014,100,4.6304,FUND TELECOM NETWRKS,4.3728,4.631600000000001,INI,4.2404,,Graduate,14740,4.6208,4.724,Fall,9,100,4.4904,4.5288,4.5308,2013,20,4.85,FUND TELECOM NETWRKS,4.65,4.85,INI,4.5,,Graduate,14740,4.75,4.75,Spring,1,29,4.8,4.9,4.85,2013
51,4.767843137254902,FUND TELECOM NETWRKS,4.434705882352941,4.668823529411765,INI,4.42921568627451,11.097058823529412,Graduate,14740,4.863333333333333,4.879411764705882,Fall,9,51,4.682941176470588,4.631176470588235,4.546274509803921,2016,26,4.23,FUND TELECOM NETWRKS,4.04,4.15,INI,3.69,12.639999999999999,Graduate,14740,4.08,4.31,Spring,1,33,4.23,4.19,4.12,2016,70,4.7542857142857144,FUND TELECOM NETWRKS,4.425714285714286,4.728571428571429,INI,4.411428571428572,13.345714285714287,Graduate,14740,4.845714285714286,4.8742857142857146,Fall,9,71,4.76,4.711428571428571,4.725714285714285,2015,9,4.56,FUND TELECOM NETWRKS,4.33,4.22,INI,3.67,14.889999999999999,Graduate,14740,4.33,4.67,Spring,1,14,4.56,4.67,4.67,2015,100,4.6044,FUND TELECOM NETWRKS,4.2856,4.6044,INI,4.3582,11.662,Graduate,14740,4.6138,4.708600000000001,Fall,9,100,4.4916,4.5864,4.4266,2014
26,4.23,FUND TELECOM NETWRKS,4.04,4.15,INI,3.69,12.639999999999999,Graduate,14740,4.08,4.31,Spring,1,33,4.23,4.19,4.12,2016,70,4.7542857142857144,FUND TELECOM NETWRKS,4.425714285714286,4.728571428571429,INI,4.411428571428572,13.345714285714287,Graduate,14740,4.845714285714286,4.8742857142857146,Fall,9,71,4.76,4.711428571428571,4.725714285714285,2015,9,4.56,FUND TELECOM NETWRKS,4.33,4.22,INI,3.67,14.889999999999999,Graduate,14740,4.33,4.67,Spring,1,14,4.56,4.67,4.67,2015,100,4.6044,FUND TELECOM NETWRKS,4.2856,4.6044,INI,4.3582,11.662,Graduate,14740,4.6138,4.708600000000001,Fall,9,100,4.4916,4.5864,4.4266,2014,23,4.52,FUND TELECOM NETWRKS,4.26,4.52,INI,4.13,,Graduate,14740,4.39,4.78,Spring,1,24,4.57,4.57,4.48,2014
44,4.837727272727273,FUND TELECOM NETWRKS,4.613636363636363,4.799090909090909,INI,4.637272727272727,10.522272727272728,Graduate,14740,4.799090909090909,4.884090909090909,Fall,9,44,4.77590909090909,4.884090909090909,4.8145454545454545,2017,44,4.75,FUND TELECOM NETWRKS,4.07,4.73,INI,4.59,12.57,Graduate,14740,4.73,4.77,Spring,1,44,4.64,4.75,4.61,2017,51,4.767843137254902,FUND TELECOM NETWRKS,4.434705882352941,4.668823529411765,INI,4.42921568627451,11.097058823529412,Graduate,14740,4.863333333333333,4.879411764705882,Fall,9,51,4.682941176470588,4.631176470588235,4.546274509803921,2016,26,4.23,FUND TELECOM NETWRKS,4.04,4.15,INI,3.69,12.639999999999999,Graduate,14740,4.08,4.31,Spring,1,33,4.23,4.19,4.12,2016,70,4.7542857142857144,FUND TELECOM NETWRKS,4.425714285714286,4.728571428571429,INI,4.411428571428572,13.345714285714287,Graduate,14740,4.845714285714286,4.8742857142857146,Fall,9,71,4.76,4.711428571428571,4.725714285714285,2015
44,4.75,FUND TELECOM NETWRKS,4.07,4.73,INI,4.59,12.57,Graduate,14740,4.73,4.77,Spring,1,44,4.64,4.75,4.61,2017,51,4.767843137254902,FUND TELECOM NETWRKS,4.434705882352941,4.668823529411765,INI,4.42921568627451,11.097058823529412,Graduate,14740,4.863333333333333,4.879411764705882,Fall,9,51,4.682941176470588,4.631176470588235,4.546274509803921,2016,26,4.23,FUND TELECOM NETWRKS,4.04,4.15,INI,3.69,12.639999999999999,Graduate,14740,4.08,4.31,Spring,1,33,4.23,4.19,4.12,2016,70,4.7542857142857144,FUND TELECOM NETWRKS,4.425714285714286,4.728571428571429,INI,4.411428571428572,13.345714285714287,Graduate,14740,4.845714285714286,4.8742857142857146,Fall,9,71,4.76,4.711428571428571,4.725714285714285,2015,9,4.56,FUND TELECOM NETWRKS,4.33,4.22,INI,3.67,14.889999999999999,Graduate,14740,4.33,4.67,Spring,1,14,4.56,4.67,4.67,2015
77,4.285714285714286,INTRO INFO SECURITY,4.156363636363636,4.1571428571428575,INI,4.117272727272727,12.945324675324676,Graduate,14741,4.1922077922077925,4.720259740259741,Fall,9,108,4.402337662337662,4.261168831168831,4.143116883116883,2017,64,4.40671875,INTRO INFO SECURITY,4.10296875,4.3740625,INI,3.9678125,12.751093749999999,Graduate,14741,4.45375,4.6704687499999995,Fall,9,82,4.45078125,4.4071875,4.36765625,2016,59,4.481186440677966,INTRO INFO SECURITY,4.25406779661017,4.352033898305084,INI,3.97135593220339,15.094067796610169,Graduate,14741,4.574237288135593,4.607796610169491,Fall,9,69,4.570677966101695,4.34406779661017,4.342542372881356,2015,90,4.256888888888889,INTRO INFO SECURITY,4.118333333333333,4.241555555555555,INI,3.9113333333333333,12.794444444444444,Graduate,14741,4.268,4.626222222222222,Fall,9,103,4.288555555555556,4.207111111111111,4.155111111111111,2014,59,4.5769491525423724,INTRO INFO SECURITY,4.360508474576271,4.436779661016949,INI,4.25271186440678,,Graduate,14741,4.5269491525423735,4.71,Fall,9,63,4.587627118644068,4.421186440677967,4.421186440677967,2013
68,4.4399999999999995,APPLD INFO ASSURANCE,4.4399999999999995,4.335,INI,4.29,10.045,Graduate,14761,4.575,4.68,Fall,9,82,4.6049999999999995,4.3950000000000005,4.470000000000001,2015,60,4.66,APPLD INFO ASSURANCE,4.665,4.5649999999999995,INI,4.4,13.015000000000002,Graduate,14761,4.715,4.75,Spring,1,72,4.635000000000001,4.595000000000001,4.75,2015,68,4.5,APPLD INFO ASSURANCE,4.53,4.545,INI,4.425,10.64,Graduate,14761,4.575,4.85,Fall,9,86,4.575,4.41,4.53,2014,82,4.35,APPLD INFO ASSURANCE,4.2250000000000005,4.125,INI,3.965,,Graduate,14761,4.32,4.42,Spring,1,94,4.37,4.234999999999999,4.19,2014,66,4.640000000000001,APPLD INFO ASSURANCE,4.21,4.565,INI,4.21,,Graduate,14761,4.7299999999999995,4.7,Fall,9,78,4.67,4.515000000000001,4.565,2013
60,4.66,APPLD INFO ASSURANCE,4.665,4.5649999999999995,INI,4.4,13.015000000000002,Graduate,14761,4.715,4.75,Spring,1,72,4.635000000000001,4.595000000000001,4.75,2015,68,4.5,APPLD INFO ASSURANCE,4.53,4.545,INI,4.425,10.64,Graduate,14761,4.575,4.85,Fall,9,86,4.575,4.41,4.53,2014,82,4.35,APPLD INFO ASSURANCE,4.2250000000000005,4.125,INI,3.965,,Graduate,14761,4.32,4.42,Spring,1,94,4.37,4.234999999999999,4.19,2014,66,4.640000000000001,APPLD INFO ASSURANCE,4.21,4.565,INI,4.21,,Graduate,14761,4.7299999999999995,4.7,Fall,9,78,4.67,4.515000000000001,4.565,2013,56,4.285,APPLD INFO ASSURANCE,4.069999999999999,4.16,INI,4.055000000000001,,Graduate,14761,4.3950000000000005,4.2299999999999995,Spring,1,84,4.235,3.7849999999999997,4.07,2013
76,4.215,APPLD INFO ASSURANCE,3.87,4.159999999999999,INI,3.9250000000000003,11.615,Graduate,14761,4.28,4.36,Fall,9,98,4.135,4.11,4.12,2016,52,4.29,APPLD INFO ASSURANCE,4.12,4.1,INI,3.9000000000000004,12.8,Graduate,14761,4.2700000000000005,4.42,Spring,1,66,4.25,4.170000000000001,4.1,2016,68,4.4399999999999995,APPLD INFO ASSURANCE,4.4399999999999995,4.335,INI,4.29,10.045,Graduate,14761,4.575,4.68,Fall,9,82,4.6049999999999995,4.3950000000000005,4.470000000000001,2015,60,4.66,APPLD INFO ASSURANCE,4.665,4.5649999999999995,INI,4.4,13.015000000000002,Graduate,14761,4.715,4.75,Spring,1,72,4.635000000000001,4.595000000000001,4.75,2015,68,4.5,APPLD INFO ASSURANCE,4.53,4.545,INI,4.425,10.64,Graduate,14761,4.575,4.85,Fall,9,86,4.575,4.41,4.53,2014
52,4.29,APPLD INFO ASSURANCE,4.12,4.1,INI,3.9000000000000004,12.8,Graduate,14761,4.2700000000000005,4.42,Spring,1,66,4.25,4.170000000000001,4.1,2016,68,4.4399999999999995,APPLD INFO ASSURANCE,4.4399999999999995,4.335,INI,4.29,10.045,Graduate,14761,4.575,4.68,Fall,9,82,4.6049999999999995,4.3950000000000005,4.470000000000001,2015,60,4.66,APPLD INFO ASSURANCE,4.665,4.5649999999999995,INI,4.4,13.015000000000002,Graduate,14761,4.715,4.75,Spring,1,72,4.635000000000001,4.595000000000001,4.75,2015,68,4.5,APPLD INFO ASSURANCE,4.53,4.545,INI,4.425,10.64,Graduate,14761,4.575,4.85,Fall,9,86,4.575,4.41,4.53,2014,82,4.35,APPLD INFO ASSURANCE,4.2250000000000005,4.125,INI,3.965,,Graduate,14761,4.32,4.42,Spring,1,94,4.37,4.234999999999999,4.19,2014
54,4.415,APPLD INFO ASSURANCE,4.245,4.45,INI,4.23,12.965,Graduate,14761,4.45,4.55,Fall,9,72,4.4750000000000005,4.34,4.395,2017,36,4.385000000000001,APPLD INFO ASSURANCE,4.475,4.36,INI,4.385000000000001,12.59,Graduate,14761,4.7749999999999995,4.640000000000001,Spring,1,48,4.614999999999999,4.555000000000001,4.555000000000001,2017,76,4.215,APPLD INFO ASSURANCE,3.87,4.159999999999999,INI,3.9250000000000003,11.615,Graduate,14761,4.28,4.36,Fall,9,98,4.135,4.11,4.12,2016,52,4.29,APPLD INFO ASSURANCE,4.12,4.1,INI,3.9000000000000004,12.8,Graduate,14761,4.2700000000000005,4.42,Spring,1,66,4.25,4.170000000000001,4.1,2016,68,4.4399999999999995,APPLD INFO ASSURANCE,4.4399999999999995,4.335,INI,4.29,10.045,Graduate,14761,4.575,4.68,Fall,9,82,4.6049999999999995,4.3950000000000005,4.470000000000001,2015
36,4.385000000000001,APPLD INFO ASSURANCE,4.475,4.36,INI,4.385000000000001,12.59,Graduate,14761,4.7749999999999995,4.640000000000001,Spring,1,48,4.614999999999999,4.555000000000001,4.555000000000001,2017,76,4.215,APPLD INFO ASSURANCE,3.87,4.159999999999999,INI,3.9250000000000003,11.615,Graduate,14761,4.28,4.36,Fall,9,98,4.135,4.11,4.12,2016,52,4.29,APPLD INFO ASSURANCE,4.12,4.1,INI,3.9000000000000004,12.8,Graduate,14761,4.2700000000000005,4.42,Spring,1,66,4.25,4.170000000000001,4.1,2016,68,4.4399999999999995,APPLD INFO ASSURANCE,4.4399999999999995,4.335,INI,4.29,10.045,Graduate,14761,4.575,4.68,Fall,9,82,4.6049999999999995,4.3950000000000005,4.470000000000001,2015,60,4.66,APPLD INFO ASSURANCE,4.665,4.5649999999999995,INI,4.4,13.015000000000002,Graduate,14761,4.715,4.75,Spring,1,72,4.635000000000001,4.595000000000001,4.75,2015
40,4.55,MANAGERIAL ECON,4.23,4.65,INI,3.95,6.6,Graduate,14774,4.3,4.64,Fall,9,51,4.46,4.44,4.41,2015,46,4.52,MANAGERIAL ECON,4.24,4.61,INI,4.22,7.43,Graduate,14774,4.37,4.53,Spring,1,57,4.37,4.46,4.41,2015,45,4.8,MANAGERIAL ECON,4.5,4.73,INI,4.25,7.53,Graduate,14774,4.59,4.82,Fall,9,54,4.61,4.61,4.61,2014,38,4.63,MANAGERIAL ECON,4.55,4.47,INI,4.45,,Graduate,14774,4.58,4.68,Spring,1,50,4.66,4.68,4.66,2014,36,4.67,MANAGERIAL ECON,4.5,4.72,INI,4.26,,Graduate,14774,4.47,4.79,Fall,9,41,4.53,4.53,4.5,2013
46,4.52,MANAGERIAL ECON,4.24,4.61,INI,4.22,7.43,Graduate,14774,4.37,4.53,Spring,1,57,4.37,4.46,4.41,2015,45,4.8,MANAGERIAL ECON,4.5,4.73,INI,4.25,7.53,Graduate,14774,4.59,4.82,Fall,9,54,4.61,4.61,4.61,2014,38,4.63,MANAGERIAL ECON,4.55,4.47,INI,4.45,,Graduate,14774,4.58,4.68,Spring,1,50,4.66,4.68,4.66,2014,36,4.67,MANAGERIAL ECON,4.5,4.72,INI,4.26,,Graduate,14774,4.47,4.79,Fall,9,41,4.53,4.53,4.5,2013,33,4.3,MANAGERIAL ECON,4.28,4.33,INI,4.09,,Graduate,14774,4.03,4.67,Spring,1,49,4.18,4.45,4.36,2013
35,4.51,MANAGERIAL ECON,4.38,4.34,INI,4.14,7.15,Graduate,14774,4.49,4.8,Fall,9,49,4.49,4.43,4.4,2016,31,4.68,MANAGERIAL ECON,4.45,4.68,INI,4.29,7.33,Graduate,14774,4.58,4.71,Spring,1,37,4.65,4.68,4.58,2016,40,4.55,MANAGERIAL ECON,4.23,4.65,INI,3.95,6.6,Graduate,14774,4.3,4.64,Fall,9,51,4.46,4.44,4.41,2015,46,4.52,MANAGERIAL ECON,4.24,4.61,INI,4.22,7.43,Graduate,14774,4.37,4.53,Spring,1,57,4.37,4.46,4.41,2015,45,4.8,MANAGERIAL ECON,4.5,4.73,INI,4.25,7.53,Graduate,14774,4.59,4.82,Fall,9,54,4.61,4.61,4.61,2014
